gene	accession	ref_hits	ref_agree	ref_disagree	ref_unnamed	disagreeing_refs	eggnog_status	eggnog_name	flag
flgg	GCF_028751035.1	5	5	0	0				
flgg	GCF_030249845.1	5	5	0	0				
flgg	GCF_030296055.1	5	5	0	0				
flgg	GCF_900115615.1	5	5	0	0				
flgg	GCF_900187115.1	4	4	0	0				
flgg	GCF_900461455.1	5	5	0	0				
flgg	GCF_900475935.1	5	5	0	0				
flgg	GCF_900476215.1	5	5	0	0				
flgg	GCF_900478295.1	4	4	0	0				
flgg	GCF_900637395.1	5	5	0	0				
flgg	GCF_905120465.1	5	5	0	0				
flgg	GCF_905120475.1	5	5	0	0				
flgh	GCF_000012965.1	4	4	0	0				
flgh	GCF_000021725.1	4	4	0	0				
flgh	GCF_000024885.1	5	5	0	0				
flgh	GCF_000092245.1	5	5	0	0				
flgh	GCF_000147355.1	5	5	0	0				
flgh	GCF_000155475.1	5	5	0	0				
flgh	GCF_000162575.1	5	5	0	0				
flgh	GCF_000183725.1	5	5	0	0				
flgh	GCF_000194135.1	5	5	0	0				
flgh	GCF_000196135.1	5	5	0	0				
flgh	GCF_000200595.1	5	5	0	0				
flgh	GCF_000242915.1	5	5	0	0				
flgh	GCF_000254135.1	5	5	0	0				
flgh	GCF_000259275.1	5	5	0	0				
flgh	GCF_000265295.1	5	5	0	0				
flgh	GCF_000420385.1	5	5	0	0				
flgh	GCF_000445475.1	5	5	0	0				
flgh	GCF_000507845.1	5	5	0	0				
flgh	GCF_000518225.1	5	5	0	0				
flgh	GCF_000568815.1	5	5	0	0				
flgh	GCF_000597725.1	5	5	0	0				
flgh	GCF_000686565.1	5	5	0	0				
flgh	GCF_000687535.1	5	5	0	0				
flgh	GCF_000736415.1	5	5	0	0				
flgh	GCF_000744435.1	5	5	0	0				
flgh	GCF_000762845.2	5	5	0	0				
flgh	GCF_000762875.2	5	5	0	0				
flgh	GCF_000763135.2	5	5	0	0				
flgh	GCF_000765805.2	5	5	0	0				
flgh	GCF_000765905.2	5	5	0	0				
flgh	GCF_000813325.1	5	5	0	0				
flgh	GCF_000816185.1	5	5	0	0				
flgh	GCF_000816305.1	5	5	0	0				
flgh	GCF_000816785.1	5	5	0	0				
flgh	GCF_001282945.1	5	5	0	0				
flgh	GCF_001283065.1	5	5	0	0				
flgh	GCF_001298465.1	5	5	0	0				
flgh	GCF_001457695.1	4	4	0	0				
flgh	GCF_001602095.1	5	5	0	0				
flgh	GCF_001687475.2	5	5	0	0				
flgh	GCF_001693335.1	5	5	0	0				
flgh	GCF_001723605.1	5	5	0	0				
flgh	GCF_001956695.1	5	5	0	0				
flgh	GCF_002021925.1	5	5	0	0				
flgh	GCF_002080395.1	5	5	0	0				
flgh	GCF_002104335.1	5	5	0	0				
flgh	GCF_002119425.1	5	5	0	0				
flgh	GCF_002139855.1	5	5	0	0				
flgh	GCF_002139875.1	5	5	0	0				
flgh	GCF_002139915.1	5	5	0	0				
flgh	GCF_002139935.1	5	5	0	0				
flgh	GCF_002238335.1	5	5	0	0				
flgh	GCF_002335445.1	5	5	0	0				
flgh	GCF_002837275.1	5	5	0	0				
flgh	GCF_003063245.1	5	5	0	0				
flgh	GCF_003063295.1	5	5	0	0				
flgh	GCF_003245365.1	5	5	0	0				
flgh	GCF_003316695.1	5	5	0	0				
flgh	GCF_003346775.1	5	5	0	0				
flgh	GCF_003346815.1	5	5	0	0				
flgh	GCF_003355515.1	5	5	0	0				
flgh	GCF_003364195.1	5	5	0	0				
flgh	GCF_003364205.1	5	5	0	0				
flgh	GCF_003364215.1	5	5	0	0				
flgh	GCF_003364255.1	5	5	0	0				
flgh	GCF_003364335.1	5	5	0	0				
flgh	GCF_003544835.1	5	5	0	0				
flgh	GCF_003544855.1	5	5	0	0				
flgh	GCF_003544935.1	5	5	0	0				
flgh	GCF_003660105.1	5	5	0	0				
flgh	GCF_003660265.1	5	5	0	0				
flgh	GCF_003660285.1	5	5	0	0				
flgh	GCF_003660395.1	5	5	0	0				
flgh	GCF_003667345.1	5	5	0	0				
flgh	GCF_003670275.1	5	5	0	0				
flgh	GCF_003752135.1	5	5	0	0				
flgh	GCF_004214795.1	5	5	0	0				
flgh	GCF_004214815.1	5	5	0	0				
flgh	GCF_004299785.2	5	5	0	0				
flgh	GCF_004323845.1	5	5	0	0				
flgh	GCF_004803795.1	5	5	0	0				
flgh	GCF_004803815.1	5	5	0	0				
flgh	GCF_005217605.1	5	5	0	0				
flgh	GCF_005406215.1	5	5	0	0				
flgh	GCF_005406225.1	5	5	0	0				
flgh	GCF_005843985.1	5	5	0	0				
flgh	GCF_006459125.1	5	5	0	0				
flgh	GCF_006864425.1	5	5	0	0				
flgh	GCF_008245005.1	5	5	0	0				
flgh	GCF_008245045.1	5	5	0	0				
flgh	GCF_008693005.1	5	5	0	0				
flgh	GCF_009068765.1	5	5	0	0				
flgh	GCF_009192995.1	5	5	0	0				
flgh	GCF_009258225.1	5	5	0	0				
flgh	GCF_011769985.2	5	5	0	0				
flgh	GCF_013177635.1	5	5	0	0				
flgh	GCF_013177655.1	5	5	0	0				
flgh	GCF_013201605.1	5	5	0	0				
flgh	GCF_013201625.1	5	5	0	0				
flgh	GCF_013201705.1	5	5	0	0				
flgh	GCF_013201725.1	5	5	0	0				
flgh	GCF_013201825.1	5	5	0	0				
flgh	GCF_013201935.1	5	5	0	0				
flgh	GCF_013283835.1	5	5	0	0				
flgh	GCF_013372105.1	5	5	0	0				
flgh	GCF_013372125.1	5	5	0	0				
flgh	GCF_013372145.1	5	5	0	0				
flgh	GCF_013372185.1	5	5	0	0				
flgh	GCF_013372205.1	5	5	0	0				
flgh	GCF_013372265.1	5	5	0	0				
flgh	GCF_014253065.1	5	5	0	0				
flgh	GCF_014466985.1	5	5	0	0				
flgh	GCF_014905095.1	5	5	0	0				
flgh	GCF_014905115.1	5	5	0	0				
flgh	GCF_014905135.1	5	5	0	0				
flgh	GCF_015100395.1	5	5	0	0				
flgh	GCF_015265455.1	5	5	0	0				
flgh	GCF_015265475.1	5	5	0	0				
flgh	GCF_016106035.1	5	5	0	0				
flgh	GCF_016593255.1	5	5	0	0				
flgh	GCF_016806695.1	5	5	0	0				
flgh	GCF_017357825.1	5	5	0	0				
flgh	GCF_017979475.1	5	5	0	0				
flgh	GCF_018145655.1	5	5	0	0				
flgh	GCF_019711685.1	5	5	0	0				
flgh	GCF_021300615.1	5	5	0	0				
flgh	GCF_021300655.1	5	5	0	0				
flgh	GCF_023646285.1	5	5	0	0				
flgh	GCF_024267655.1	5	5	0	0				
flgh	GCF_025770725.1	5	5	0	0				
flgh	GCF_026000295.1	5	5	0	0				
flgh	GCF_027859255.1	5	5	0	0				
flgh	GCF_027943725.1	5	5	0	0				
flgh	GCF_027946175.1	5	5	0	0				
flgh	GCF_028649595.1	5	5	0	0				
flgh	GCF_028751035.1	5	5	0	0				
flgh	GCF_030249845.1	5	5	0	0				
flgh	GCF_030296055.1	5	5	0	0				
flgh	GCF_900115615.1	5	5	0	0				
flgh	GCF_900187115.1	4	4	0	0				
flgh	GCF_900461455.1	5	5	0	0				
flgh	GCF_900475935.1	5	5	0	0				
flgh	GCF_900476215.1	5	5	0	0				
flgh	GCF_900478295.1	4	4	0	0				
flgh	GCF_900637395.1	5	5	0	0				
flgh	GCF_905120465.1	5	5	0	0				
flgh	GCF_905120475.1	5	5	0	0				
flgi	GCF_000012965.1	4	4	0	0				
flgi	GCF_000021725.1	4	4	0	0				
flgi	GCF_000024885.1	5	5	0	0				
flgi	GCF_000092245.1	5	5	0	0				
flgi	GCF_000147355.1	5	5	0	0				
flgi	GCF_000155475.1	5	5	0	0				
flgi	GCF_000162575.1	5	5	0	0				
flgi	GCF_000183725.1	5	5	0	0				
flgi	GCF_000194135.1	5	5	0	0				
flgi	GCF_000196135.1	5	5	0	0				
flgi	GCF_000200595.1	5	5	0	0				
flgi	GCF_000242915.1	5	5	0	0				
flgi	GCF_000254135.1	5	5	0	0				
flgi	GCF_000259275.1	5	5	0	0				
flgi	GCF_000265295.1	5	5	0	0				
flgi	GCF_000420385.1	5	5	0	0				
flgi	GCF_000445475.1	5	5	0	0				
flgi	GCF_000507845.1	5	5	0	0				
flgi	GCF_000518225.1	5	5	0	0				
flgi	GCF_000568815.1	5	5	0	0				
flgi	GCF_000597725.1	5	5	0	0				
flgi	GCF_000686565.1	5	5	0	0				
flgi	GCF_000687535.1	5	5	0	0				
flgi	GCF_000736415.1	5	5	0	0				
flgi	GCF_000744435.1	5	5	0	0				
flgi	GCF_000762845.2	5	5	0	0				
flgi	GCF_000762875.2	5	5	0	0				
flgi	GCF_000763135.2	5	5	0	0				
flgi	GCF_000765805.2	5	5	0	0				
flgi	GCF_000765905.2	5	5	0	0				
flgi	GCF_000813325.1	5	5	0	0				
flgi	GCF_000816185.1	5	5	0	0				
flgi	GCF_000816305.1	5	5	0	0				
flgi	GCF_000816785.1	5	5	0	0				
flgi	GCF_001282945.1	5	5	0	0				
flgi	GCF_001283065.1	5	5	0	0				
flgi	GCF_001298465.1	5	5	0	0				
flgi	GCF_001457695.1	4	4	0	0				
flgi	GCF_001602095.1	5	5	0	0				
flgi	GCF_001687475.2	5	5	0	0				
flgi	GCF_001693335.1	5	5	0	0				
flgi	GCF_001723605.1	5	5	0	0				
flgi	GCF_001956695.1	5	5	0	0				
flgi	GCF_002021925.1	5	5	0	0				
flgi	GCF_002080395.1	5	5	0	0				
flgi	GCF_002104335.1	5	5	0	0				
flgi	GCF_002119425.1	5	5	0	0				
flgi	GCF_002139855.1	5	5	0	0				
flgi	GCF_002139875.1	5	5	0	0				
flgi	GCF_002139915.1	5	5	0	0				
flgi	GCF_002139935.1	5	5	0	0				
flgi	GCF_002238335.1	5	5	0	0				
flgi	GCF_002335445.1	5	5	0	0				
flgi	GCF_002837275.1	5	5	0	0				
flgi	GCF_003063245.1	5	5	0	0				
flgi	GCF_003063295.1	5	5	0	0				
flgi	GCF_003245365.1	5	5	0	0				
flgi	GCF_003316695.1	5	5	0	0				
flgi	GCF_003346775.1	5	5	0	0				
flgi	GCF_003346815.1	5	5	0	0				
flgi	GCF_003355515.1	5	5	0	0				
flgi	GCF_003364195.1	5	5	0	0				
flgi	GCF_003364205.1	5	5	0	0				
flgi	GCF_003364215.1	5	5	0	0				
flgi	GCF_003364255.1	5	5	0	0				
flgi	GCF_003364335.1	5	5	0	0				
flgi	GCF_003544835.1	5	5	0	0				
flgi	GCF_003544855.1	5	5	0	0				
flgi	GCF_003544935.1	5	5	0	0				
flgi	GCF_003660105.1	5	5	0	0				
flgi	GCF_003660265.1	5	5	0	0				
flgi	GCF_003660285.1	5	5	0	0				
flgi	GCF_003660395.1	5	5	0	0				
flgi	GCF_003667345.1	5	5	0	0				
flgi	GCF_003670275.1	5	5	0	0				
flgi	GCF_003752135.1	5	5	0	0				
flgi	GCF_004214795.1	5	5	0	0				
flgi	GCF_004214815.1	5	5	0	0				
flgi	GCF_004299785.2	5	5	0	0				
flgi	GCF_004323845.1	5	5	0	0				
flgi	GCF_004803795.1	5	5	0	0				
flgi	GCF_004803815.1	5	5	0	0				
flgi	GCF_005217605.1	5	5	0	0				
flgi	GCF_005406215.1	5	5	0	0				
flgi	GCF_005406225.1	5	5	0	0				
flgi	GCF_005843985.1	5	5	0	0				
flgi	GCF_006459125.1	5	5	0	0				
flgi	GCF_006864425.1	5	5	0	0				
flgi	GCF_008245005.1	5	5	0	0				
flgi	GCF_008245045.1	5	5	0	0				
flgi	GCF_008693005.1	5	5	0	0				
flgi	GCF_009068765.1	5	5	0	0				
flgi	GCF_009192995.1	5	5	0	0				
flgi	GCF_009258225.1	5	5	0	0				
flgi	GCF_011769985.2	5	5	0	0				
flgi	GCF_013177635.1	5	5	0	0				
flgi	GCF_013177655.1	5	5	0	0				
flgi	GCF_013201605.1	5	5	0	0				
flgi	GCF_013201625.1	5	5	0	0				
flgi	GCF_013201705.1	5	5	0	0				
flgi	GCF_013201725.1	5	5	0	0				
flgi	GCF_013201825.1	5	5	0	0				
flgi	GCF_013201935.1	5	5	0	0				
flgi	GCF_013283835.1	5	5	0	0				
flgi	GCF_013372105.1	5	5	0	0				
flgi	GCF_013372125.1	5	5	0	0				
flgi	GCF_013372145.1	5	5	0	0				
flgi	GCF_013372185.1	5	5	0	0				
flgi	GCF_013372205.1	5	5	0	0				
flgi	GCF_013372265.1	5	5	0	0				
flgi	GCF_014253065.1	5	5	0	0				
flgi	GCF_014466985.1	5	5	0	0				
flgi	GCF_014905095.1	5	5	0	0				
flgi	GCF_014905115.1	5	5	0	0				
flgi	GCF_014905135.1	5	5	0	0				
flgi	GCF_015100395.1	5	5	0	0				
flgi	GCF_015265455.1	5	5	0	0				
flgi	GCF_015265475.1	5	5	0	0				
flgi	GCF_016106035.1	5	5	0	0				
flgi	GCF_016593255.1	5	5	0	0				
flgi	GCF_016806695.1	5	5	0	0				
flgi	GCF_016937535.1	5	5	0	0				
flgi	GCF_017357825.1	5	5	0	0				
flgi	GCF_017979425.1	5	5	0	0				
flgi	GCF_017979475.1	5	5	0	0				
flgi	GCF_018145655.1	5	5	0	0				
flgi	GCF_019711685.1	5	5	0	0				
flgi	GCF_021300615.1	5	5	0	0				
flgi	GCF_021300655.1	5	5	0	0				
flgi	GCF_023646285.1	5	5	0	0				
flgi	GCF_024267655.1	5	5	0	0				
flgi	GCF_025770725.1	5	5	0	0				
flgi	GCF_026000295.1	5	5	0	0				
flgi	GCF_027859255.1	5	5	0	0				
flgi	GCF_027943725.1	5	5	0	0				
flgi	GCF_027946175.1	5	5	0	0				
flgi	GCF_028649595.1	5	5	0	0				
flgi	GCF_028751035.1	5	5	0	0				
flgi	GCF_030249845.1	5	5	0	0				
flgi	GCF_030296055.1	5	5	0	0				
flgi	GCF_900115615.1	5	5	0	0				
flgi	GCF_900187115.1	4	4	0	0				
flgi	GCF_900461455.1	5	5	0	0				
flgi	GCF_900475935.1	5	5	0	0				
flgi	GCF_900476215.1	5	5	0	0				
flgi	GCF_900478295.1	4	4	0	0				
flgi	GCF_900637395.1	5	5	0	0				
flgi	GCF_905120465.1	5	5	0	0				
flgi	GCF_905120475.1	5	5	0	0				
flgj	GCF_000012965.1	4	0	0	4				
flgj	GCF_000021725.1	4	0	0	4				
flgj	GCF_000024885.1	5	0	0	5				
flgj	GCF_000092245.1	5	0	0	5				
flgj	GCF_000147355.1	5	0	0	5				
flgj	GCF_000155475.1	5	0	0	5				
flgj	GCF_000162575.1	5	0	0	5				
flgj	GCF_000183725.1	5	0	0	5				
flgj	GCF_000196135.1	5	0	0	5				
flgj	GCF_000200595.1	5	0	0	5				
flgj	GCF_000242915.1	5	0	0	5				
flgj	GCF_000254135.1	5	0	0	5				
flgj	GCF_000259275.1	5	0	0	5				
flgj	GCF_000265295.1	5	0	0	5				
flgj	GCF_000445475.1	5	0	0	5				
flgj	GCF_000507845.1	5	0	0	5				
flgj	GCF_000518225.1	5	0	0	5				
flgj	GCF_000568815.1	5	0	0	5				
flgj	GCF_000597725.1	5	0	0	5				
flgj	GCF_000686565.1	5	0	0	5				
flgj	GCF_000687535.1	5	0	0	5				
flgj	GCF_000736415.1	5	0	0	5				
flgj	GCF_000762845.2	5	0	0	5				
flgj	GCF_000762875.2	5	0	0	5				
flgj	GCF_000763135.2	5	0	0	5				
flgj	GCF_000765805.2	5	0	0	5				
flgj	GCF_000765905.2	5	0	0	5				
flgj	GCF_000813325.1	5	0	0	5				
flgj	GCF_000816185.1	5	0	0	5				
flgj	GCF_000816305.1	5	0	0	5				
flgj	GCF_000816785.1	5	0	0	5				
flgj	GCF_001282945.1	5	0	0	5				
flgj	GCF_001283065.1	5	0	0	5				
flgj	GCF_001298465.1	5	0	0	5				
flgj	GCF_001457695.1	4	0	0	4				
flgj	GCF_001602095.1	5	0	0	5				
flgj	GCF_001687475.2	5	0	0	5				
flgj	GCF_001693335.1	5	0	0	5				
flgj	GCF_001723605.1	5	0	0	5				
flgj	GCF_001956695.1	5	0	0	5				
flgj	GCF_002021925.1	5	0	0	5				
flgj	GCF_002080395.1	5	0	0	5				
flgj	GCF_002104335.1	5	0	0	5				
flgj	GCF_002139855.1	5	0	0	5				
flgj	GCF_002139875.1	5	0	0	5				
flgj	GCF_002139915.1	5	0	0	5				
flgj	GCF_002139935.1	5	0	0	5				
flgj	GCF_002238335.1	5	0	0	5				
flgj	GCF_002335445.1	5	0	0	5				
flgj	GCF_002837275.1	5	0	0	5				
flgj	GCF_003063245.1	4	0	0	4				
flgj	GCF_003063295.1	5	0	0	5				
flgj	GCF_003245365.1	5	0	0	5				
flgj	GCF_003316695.1	4	0	0	4				
flgj	GCF_003346775.1	5	0	0	5				
flgj	GCF_003346815.1	5	0	0	5				
flgj	GCF_003355515.1	4	0	0	4				
flgj	GCF_003364195.1	5	0	0	5				
flgj	GCF_003364205.1	5	0	0	5				
flgj	GCF_003364215.1	5	0	0	5				
flgj	GCF_003364255.1	5	0	0	5				
flgj	GCF_003364335.1	5	0	0	5				
flgj	GCF_003544835.1	5	0	0	5				
flgj	GCF_003544855.1	5	0	0	5				
flgj	GCF_003544935.1	5	0	0	5				
flgj	GCF_003660105.1	5	0	0	5				
flgj	GCF_003660265.1	5	0	0	5				
flgj	GCF_003660285.1	5	0	0	5				
flgj	GCF_003660395.1	5	0	0	5				
flgj	GCF_003667345.1	5	0	0	5				
flgj	GCF_003670275.1	5	0	0	5				
flgj	GCF_003752135.1	5	0	0	5				
flgj	GCF_004214795.1	5	0	0	5				
flgj	GCF_004214815.1	5	0	0	5				
flgj	GCF_004299785.2	5	0	0	5				
flgj	GCF_004323845.1	5	0	0	5				
flgj	GCF_004803795.1	5	0	0	5				
flgj	GCF_004803815.1	5	0	0	5				
flgj	GCF_005217605.1	5	0	0	5				
flgj	GCF_005406215.1	5	0	0	5				
flgj	GCF_005406225.1	5	0	0	5				
flgj	GCF_005843985.1	4	0	0	4				
flgj	GCF_006459125.1	5	0	0	5				
flgj	GCF_006864425.1	5	0	0	5				
flgj	GCF_008245005.1	5	0	0	5				
flgj	GCF_008245045.1	5	0	0	5				
flgj	GCF_008693005.1	5	0	0	5				
flgj	GCF_009068765.1	5	0	0	5				
flgj	GCF_009192995.1	5	0	0	5				
flgj	GCF_009258225.1	5	0	0	5				
flgj	GCF_011769985.2	5	0	0	5				
flgj	GCF_013177635.1	5	0	0	5				
flgj	GCF_013177655.1	5	0	0	5				
flgj	GCF_013201605.1	5	0	0	5				
flgj	GCF_013201625.1	5	0	0	5				
flgj	GCF_013201705.1	5	0	0	5				
flgj	GCF_013201725.1	5	0	0	5				
flgj	GCF_013201825.1	4	0	0	4				
flgj	GCF_013201935.1	5	0	0	5				
flgj	GCF_013283835.1	5	0	0	5				
flgj	GCF_013372105.1	5	0	0	5				
flgj	GCF_013372125.1	5	0	0	5				
flgj	GCF_013372145.1	5	0	0	5				
flgj	GCF_013372185.1	5	0	0	5				
flgj	GCF_013372205.1	5	0	0	5				
flgj	GCF_013372265.1	5	0	0	5				
flgj	GCF_014253065.1	5	0	0	5				
flgj	GCF_014905095.1	5	0	0	5				
flgj	GCF_014905115.1	5	0	0	5				
flgj	GCF_014905135.1	5	0	0	5				
flgj	GCF_015265455.1	5	0	0	5				
flgj	GCF_015265475.1	5	0	0	5				
flgj	GCF_016106035.1	5	0	0	5				
flgj	GCF_016593255.1	4	0	0	4				
flgj	GCF_016806695.1	5	0	0	5				
flgj	GCF_016937535.1	5	0	0	5				
flgj	GCF_017357825.1	5	0	0	5				
flgj	GCF_017979425.1	5	0	0	5				
flgj	GCF_017979475.1	5	0	0	5				
flgj	GCF_018145655.1	5	0	0	5				
flgj	GCF_019711685.1	5	0	0	5				
flgj	GCF_021300615.1	5	0	0	5				
flgj	GCF_021300655.1	5	0	0	5				
flgj	GCF_023646285.1	5	0	0	5				
flgj	GCF_024267655.1	4	0	0	4				
flgj	GCF_025770725.1	5	0	0	5				
flgj	GCF_026000295.1	5	0	0	5				
flgj	GCF_027859255.1	5	0	0	5				
flgj	GCF_028649595.1	5	0	0	5				
flgj	GCF_028751035.1	5	0	0	5				
flgj	GCF_030249845.1	5	0	0	5				
flgj	GCF_030296055.1	4	0	0	4				
flgj	GCF_900115615.1	5	0	0	5				
flgj	GCF_900187115.1	4	0	0	4				
flgj	GCF_900461455.1	5	0	0	5				
flgj	GCF_900475935.1	5	0	0	5				
flgj	GCF_900476215.1	5	0	0	5				
flgj	GCF_900478295.1	4	0	0	4				
flgj	GCF_900637395.1	5	0	0	5				
flgj	GCF_905120465.1	5	0	0	5				
flgj	GCF_905120475.1	5	0	0	5				
flgk	GCF_000012965.1	3	3	0	0				
flgk	GCF_000021725.1	3	3	0	0				
flgk	GCF_000024885.1	5	5	0	0				
flgk	GCF_000092245.1	1	1	0	0				
flgk	GCF_000147355.1	5	5	0	0				
flgk	GCF_000155475.1	5	5	0	0				
flgk	GCF_000162575.1	5	5	0	0				
flgk	GCF_000183725.1	5	5	0	0				
flgk	GCF_000194135.1	5	5	0	0				
flgk	GCF_000196135.1	5	5	0	0				
flgk	GCF_000200595.1	5	5	0	0				
flgk	GCF_000242915.1	5	5	0	0				
flgk	GCF_000254135.1	5	5	0	0				
flgk	GCF_000259275.1	5	5	0	0				
flgk	GCF_000265295.1	5	5	0	0				
flgk	GCF_000420385.1	5	5	0	0				
flgk	GCF_000445475.1	5	5	0	0				
flgk	GCF_000507845.1	5	5	0	0				
flgk	GCF_000518225.1	5	5	0	0				
flgk	GCF_000568815.1	5	5	0	0				
flgk	GCF_000597725.1	5	5	0	0				
flgk	GCF_000686565.1	5	5	0	0				
flgk	GCF_000687535.1	5	5	0	0				
flgk	GCF_000736415.1	5	5	0	0				
flgk	GCF_000744435.1	5	5	0	0				
flgk	GCF_000762845.2	5	5	0	0				
flgk	GCF_000762875.2	5	5	0	0				
flgk	GCF_000763135.2	5	5	0	0				
flgk	GCF_000765805.2	5	5	0	0				
flgk	GCF_000765905.2	5	5	0	0				
flgk	GCF_000813325.1	5	5	0	0				
flgk	GCF_000816185.1	5	5	0	0				
flgk	GCF_000816305.1	5	5	0	0				
flgk	GCF_000816785.1	5	5	0	0				
flgk	GCF_001282945.1	5	5	0	0				
flgk	GCF_001283065.1	5	5	0	0				
flgk	GCF_001298465.1	5	5	0	0				
flgk	GCF_001457695.1	4	4	0	0				
flgk	GCF_001602095.1	5	5	0	0				
flgk	GCF_001687475.2	4	4	0	0				
flgk	GCF_001693335.1	5	5	0	0				
flgk	GCF_001723605.1	5	5	0	0				
flgk	GCF_001956695.1	5	5	0	0				
flgk	GCF_002021925.1	5	5	0	0				
flgk	GCF_002080395.1	5	5	0	0				
flgk	GCF_002104335.1	5	5	0	0				
flgk	GCF_002119425.1	4	4	0	0				
flgk	GCF_002139855.1	4	4	0	0				
flgk	GCF_002139875.1	5	5	0	0				
flgk	GCF_002139915.1	5	5	0	0				
flgk	GCF_002139935.1	5	5	0	0				
flgk	GCF_002238335.1	5	5	0	0				
flgk	GCF_002335445.1	5	5	0	0				
flgk	GCF_002837275.1	5	5	0	0				
flgk	GCF_003063245.1	5	5	0	0				
flgk	GCF_003063295.1	5	5	0	0				
flgk	GCF_003245365.1	5	5	0	0				
flgk	GCF_003316695.1	4	4	0	0				
flgk	GCF_003346775.1	5	5	0	0				
flgk	GCF_003346815.1	3	3	0	0				
flgk	GCF_003355515.1	5	5	0	0				
flgk	GCF_003364195.1	5	5	0	0				
flgk	GCF_003364205.1	5	5	0	0				
flgk	GCF_003364215.1	5	5	0	0				
flgk	GCF_003364255.1	5	5	0	0				
flgk	GCF_003364335.1	5	5	0	0				
flgk	GCF_003544835.1	5	5	0	0				
flgk	GCF_003544855.1	5	5	0	0				
flgk	GCF_003544935.1	5	5	0	0				
flgk	GCF_003660105.1	5	5	0	0				
flgk	GCF_003660265.1	5	5	0	0				
flgk	GCF_003660285.1	5	5	0	0				
flgk	GCF_003660395.1	5	5	0	0				
flgk	GCF_003667345.1	5	5	0	0				
flgk	GCF_003670275.1	5	5	0	0				
flgk	GCF_003752135.1	5	5	0	0				
flgk	GCF_004214795.1	5	5	0	0				
flgk	GCF_004214815.1	4	4	0	0				
flgk	GCF_004299785.2	5	5	0	0				
flgk	GCF_004323845.1	5	5	0	0				
flgk	GCF_004803795.1	5	5	0	0				
flgk	GCF_004803815.1	5	5	0	0				
flgk	GCF_005217605.1	4	4	0	0				
flgk	GCF_005406215.1	5	5	0	0				
flgk	GCF_005843985.1	5	5	0	0				
flgk	GCF_006459125.1	2	2	0	0				
flgk	GCF_006864425.1	5	5	0	0				
flgk	GCF_008245005.1	5	5	0	0				
flgk	GCF_008245045.1	5	5	0	0				
flgk	GCF_008693005.1	5	5	0	0				
flgk	GCF_009068765.1	5	5	0	0				
flgk	GCF_009192995.1	5	5	0	0				
flgk	GCF_009258225.1	5	5	0	0				
flgk	GCF_011769985.2	5	5	0	0				
flgk	GCF_013177635.1	5	5	0	0				
flgk	GCF_013177655.1	5	5	0	0				
flgk	GCF_013201605.1	5	5	0	0				
flgk	GCF_013201625.1	4	4	0	0				
flgk	GCF_013201705.1	5	5	0	0				
flgk	GCF_013201725.1	4	4	0	0				
flgk	GCF_013201825.1	4	4	0	0				
flgk	GCF_013201935.1	5	5	0	0				
flgk	GCF_013283835.1	3	3	0	0				
flgk	GCF_013372105.1	5	5	0	0				
flgk	GCF_013372125.1	5	5	0	0				
flgk	GCF_013372145.1	5	5	0	0				
flgk	GCF_013372185.1	5	5	0	0				
flgk	GCF_013372205.1	5	5	0	0				
flgk	GCF_013372265.1	4	4	0	0				
flgk	GCF_014253065.1	4	4	0	0				
flgk	GCF_014466985.1	4	4	0	0				
flgk	GCF_014905095.1	5	5	0	0				
flgk	GCF_014905115.1	5	5	0	0				
flgk	GCF_014905135.1	5	5	0	0				
flgk	GCF_015100395.1	4	4	0	0				
flgk	GCF_015265455.1	5	5	0	0				
flgk	GCF_015265475.1	5	5	0	0				
flgk	GCF_016106035.1	5	5	0	0				
flgk	GCF_016593255.1	5	5	0	0				
flgk	GCF_016806695.1	5	5	0	0				
flgk	GCF_016937535.1	5	5	0	0				
flgk	GCF_017357825.1	5	5	0	0				
flgk	GCF_017979425.1	5	5	0	0				
flgk	GCF_017979475.1	5	5	0	0				
flgk	GCF_018145655.1	5	5	0	0				
flgk	GCF_019711685.1	5	5	0	0				
flgk	GCF_021300615.1	5	5	0	0				
flgk	GCF_021300655.1	5	5	0	0				
flgk	GCF_023646285.1	5	5	0	0				
flgk	GCF_024267655.1	4	4	0	0				
flgk	GCF_025770725.1	5	5	0	0				
flgk	GCF_026000295.1	5	5	0	0				
flgk	GCF_027859255.1	5	5	0	0				
flgk	GCF_027943725.1	1	1	0	0				
flgk	GCF_027946175.1	2	2	0	0				
flgk	GCF_028649595.1	5	5	0	0				
flgk	GCF_028751035.1	5	5	0	0				
flgk	GCF_030249845.1	5	5	0	0				
flgk	GCF_030296055.1	5	5	0	0				
flgk	GCF_900115615.1	5	5	0	0				
flgk	GCF_900187115.1	2	2	0	0				
flgk	GCF_900461455.1	5	5	0	0				
flgk	GCF_900475935.1	5	5	0	0				
flgk	GCF_900476215.1	5	5	0	0				
flgk	GCF_900478295.1	4	4	0	0				
flgk	GCF_900637395.1	5	5	0	0				
flgk	GCF_905120465.1	5	5	0	0				
flgk	GCF_905120475.1	5	5	0	0				
flgl	GCF_000012965.1	2	2	0	0				
flgl	GCF_000021725.1	2	1	0	1				
flgl	GCF_000024885.1	3	2	0	1				
flgl	GCF_000092245.1	1	1	0	0				
flgl	GCF_000147355.1	3	2	0	1				
flgl	GCF_000155475.1	3	2	0	1				
flgl	GCF_000162575.1	3	2	0	1				
flgl	GCF_000183725.1	3	2	0	1				
flgl	GCF_000196135.1	3	2	0	1				
