tree	n_sites	ufboot	group_size	gtdb_span	n_gtdb_branches_contradicted	min_gcf_conflicting	recurrence	also_in	organisms	gtdb_extra	accessions
flid	590	100.0	2	8	1	8.82	6	flgg,flgl,flhb,flih,flim	Helicobacter valdiviensis; Helicobacter ibis	6 genomes	GCF_003245365.1,GCF_027859255.1
flih	150	95.0	2	8	1	8.82	6	flgg,flgl,flhb,flid,flim	Helicobacter valdiviensis; Helicobacter ibis	6 genomes	GCF_003245365.1,GCF_027859255.1
flim	303	95.0	2	8	1	8.82	6	flgg,flgl,flhb,flid,flih	Helicobacter valdiviensis; Helicobacter ibis	6 genomes	GCF_003245365.1,GCF_027859255.1
flgd	154	100.0	4	8	1	25.81	6	CONCAT,flga,flgj,flid,flir	Helicobacter ailurogastricus; Helicobacter heilmannii; Helicobacter mehlei; Helicobacter suis	Helicobacter felis; Helicobacter labacensis; Helicobacter vulpis; Helicobacter salomonis	GCF_001282945.1,GCF_001283065.1,GCF_003660265.1,GCF_026000295.1
flir	194	100.0	4	8	1	25.81	6	CONCAT,flga,flgd,flgj,flid	Helicobacter ailurogastricus; Helicobacter heilmannii; Helicobacter mehlei; Helicobacter suis	Helicobacter felis; Helicobacter labacensis; Helicobacter vulpis; Helicobacter salomonis	GCF_001282945.1,GCF_001283065.1,GCF_003660265.1,GCF_026000295.1
flga	177	99.0	4	8	1	25.81	6	CONCAT,flgd,flgj,flid,flir	Helicobacter ailurogastricus; Helicobacter heilmannii; Helicobacter mehlei; Helicobacter suis	Helicobacter felis; Helicobacter labacensis; Helicobacter vulpis; Helicobacter salomonis	GCF_001282945.1,GCF_001283065.1,GCF_003660265.1,GCF_026000295.1
flgj	74	99.0	4	8	1	25.81	6	CONCAT,flga,flgd,flid,flir	Helicobacter ailurogastricus; Helicobacter heilmannii; Helicobacter mehlei; Helicobacter suis	Helicobacter felis; Helicobacter labacensis; Helicobacter vulpis; Helicobacter salomonis	GCF_001282945.1,GCF_001283065.1,GCF_003660265.1,GCF_026000295.1
flid	590	99.0	4	8	1	25.81	6	CONCAT,flga,flgd,flgj,flir	Helicobacter ailurogastricus; Helicobacter heilmannii; Helicobacter mehlei; Helicobacter suis	Helicobacter felis; Helicobacter labacensis; Helicobacter vulpis; Helicobacter salomonis	GCF_001282945.1,GCF_001283065.1,GCF_003660265.1,GCF_026000295.1
CONCAT	None	98.0	4	8	1	25.81	6	flga,flgd,flgj,flid,flir	Helicobacter ailurogastricus; Helicobacter heilmannii; Helicobacter mehlei; Helicobacter suis	Helicobacter felis; Helicobacter labacensis; Helicobacter vulpis; Helicobacter salomonis	GCF_001282945.1,GCF_001283065.1,GCF_003660265.1,GCF_026000295.1
flgd	154	100.0	2	3	1	43.75	6	chea,flgc,flha,flip,flir	Campylobacter showae; Campylobacter massiliensis	Campylobacter rectus	GCF_004803815.1,GCF_014253065.1
flha	554	100.0	2	3	1	43.75	6	chea,flgc,flgd,flip,flir	Campylobacter showae; Campylobacter massiliensis	Campylobacter rectus	GCF_004803815.1,GCF_014253065.1
flir	194	100.0	2	3	1	43.75	6	chea,flgc,flgd,flha,flip	Campylobacter showae; Campylobacter massiliensis	Campylobacter rectus	GCF_004803815.1,GCF_014253065.1
chea	781	99.0	2	3	1	43.75	6	flgc,flgd,flha,flip,flir	Campylobacter showae; Campylobacter massiliensis	Campylobacter rectus	GCF_004803815.1,GCF_014253065.1
flgc	164	99.0	2	3	1	43.75	6	chea,flgd,flha,flip,flir	Campylobacter showae; Campylobacter massiliensis	Campylobacter rectus	GCF_004803815.1,GCF_014253065.1
flip	243	95.0	2	3	1	43.75	6	chea,flgc,flgd,flha,flir	Campylobacter showae; Campylobacter massiliensis	Campylobacter rectus	GCF_004803815.1,GCF_014253065.1
pflb	600	100.0	7	12	3	0.0	5	CONCAT,flgb,flia,flih	Sulfurimonas autotrophica; Sulfurimonas hydrogeniphila; Sulfurimonas indica; Sulfurimonas marina; Sulfurimonas sediminis; Sulfurimonas paralvinellae; Sulfurimonas aquatica	Sulfurimonas gotlandica; Sulfurimonas hongkongensis; Sulfurimonas lithotrophica; Sulfurimonas baltica; Sulfurimonas marisnigri	GCF_000147355.1,GCF_009068765.1,GCF_009192995.1,GCF_014905095.1,GCF_014905115.1,GCF_014905135.1,GCF_017357825.1
CONCAT	None	100.0	7	12	3	0.0	5	flgb,flia,flih,pflb	Sulfurimonas autotrophica; Sulfurimonas hydrogeniphila; Sulfurimonas indica; Sulfurimonas marina; Sulfurimonas sediminis; Sulfurimonas paralvinellae; Sulfurimonas aquatica	Sulfurimonas gotlandica; Sulfurimonas hongkongensis; Sulfurimonas lithotrophica; Sulfurimonas baltica; Sulfurimonas marisnigri	GCF_000147355.1,GCF_009068765.1,GCF_009192995.1,GCF_014905095.1,GCF_014905115.1,GCF_014905135.1,GCF_017357825.1
flgb	109	99.0	7	12	3	0.0	5	CONCAT,flia,flih,pflb	Sulfurimonas autotrophica; Sulfurimonas hydrogeniphila; Sulfurimonas indica; Sulfurimonas marina; Sulfurimonas sediminis; Sulfurimonas paralvinellae; Sulfurimonas aquatica	Sulfurimonas gotlandica; Sulfurimonas hongkongensis; Sulfurimonas lithotrophica; Sulfurimonas baltica; Sulfurimonas marisnigri	GCF_000147355.1,GCF_009068765.1,GCF_009192995.1,GCF_014905095.1,GCF_014905115.1,GCF_014905135.1,GCF_017357825.1
flia	223	99.0	7	12	3	0.0	5	CONCAT,flgb,flih,pflb	Sulfurimonas autotrophica; Sulfurimonas hydrogeniphila; Sulfurimonas indica; Sulfurimonas marina; Sulfurimonas sediminis; Sulfurimonas paralvinellae; Sulfurimonas aquatica	Sulfurimonas gotlandica; Sulfurimonas hongkongensis; Sulfurimonas lithotrophica; Sulfurimonas baltica; Sulfurimonas marisnigri	GCF_000147355.1,GCF_009068765.1,GCF_009192995.1,GCF_014905095.1,GCF_014905115.1,GCF_014905135.1,GCF_017357825.1
flih	150	97.0	7	12	3	0.0	5	CONCAT,flgb,flia,pflb	Sulfurimonas autotrophica; Sulfurimonas hydrogeniphila; Sulfurimonas indica; Sulfurimonas marina; Sulfurimonas sediminis; Sulfurimonas paralvinellae; Sulfurimonas aquatica	Sulfurimonas gotlandica; Sulfurimonas hongkongensis; Sulfurimonas lithotrophica; Sulfurimonas baltica; Sulfurimonas marisnigri	GCF_000147355.1,GCF_009068765.1,GCF_009192995.1,GCF_014905095.1,GCF_014905115.1,GCF_014905135.1,GCF_017357825.1
flag	63	100.0	4	7	3	9.09	5	flgh,flgk,flgl,flid	Sulfurospirillum deleyianum; Sulfurospirillum barnesii; Sulfurospirillum multivorans; Sulfurospirillum halorespirans	Sulfurospirillum cavolei; Sulfurospirillum diekertiae; Sulfurospirillum oryzae	GCF_000024885.1,GCF_000265295.1,GCF_000568815.1,GCF_001723605.1
flgk	490	99.0	4	7	3	9.09	5	flag,flgh,flgl,flid	Sulfurospirillum deleyianum; Sulfurospirillum barnesii; Sulfurospirillum multivorans; Sulfurospirillum halorespirans	Sulfurospirillum cavolei; Sulfurospirillum diekertiae; Sulfurospirillum oryzae	GCF_000024885.1,GCF_000265295.1,GCF_000568815.1,GCF_001723605.1
flgl	299	99.0	4	7	3	9.09	5	flag,flgh,flgk,flid	Sulfurospirillum deleyianum; Sulfurospirillum barnesii; Sulfurospirillum multivorans; Sulfurospirillum halorespirans	Sulfurospirillum cavolei; Sulfurospirillum diekertiae; Sulfurospirillum oryzae	GCF_000024885.1,GCF_000265295.1,GCF_000568815.1,GCF_001723605.1
flgh	173	95.0	4	7	3	9.09	5	flag,flgk,flgl,flid	Sulfurospirillum deleyianum; Sulfurospirillum barnesii; Sulfurospirillum multivorans; Sulfurospirillum halorespirans	Sulfurospirillum cavolei; Sulfurospirillum diekertiae; Sulfurospirillum oryzae	GCF_000024885.1,GCF_000265295.1,GCF_000568815.1,GCF_001723605.1
chev	312	100.0	2	4	2	9.09	5	chea,flgl,flif,pflb	Campylobacter ornithocola; Campylobacter armoricus	Campylobacter subantarcticus; Campylobacter lari	GCF_013201605.1,GCF_013372105.1
flga	177	100.0	2	4	1	43.33	5	flgi,flha,flif,flih	Nautilia profundicola; Lebetimonas natsushimae	Caminibacter pacificus; Caminibacter mediatlanticus	GCF_000021725.1,GCF_002335445.1
flgc	164	100.0	2	4	2	9.09	5	flgj,flha,flig,pflb	Campylobacter gastrosuis; Campylobacter majalis	Campylobacter pinnipediorum; Campylobacter mucosalis	GCF_030249845.1,GCF_905120465.1
flgl	299	100.0	2	4	2	9.09	5	chea,chev,flif,pflb	Campylobacter ornithocola; Campylobacter armoricus	Campylobacter subantarcticus; Campylobacter lari	GCF_013201605.1,GCF_013372105.1
flif	501	100.0	2	4	1	43.33	5	flga,flgi,flha,flih	Nautilia profundicola; Lebetimonas natsushimae	Caminibacter pacificus; Caminibacter mediatlanticus	GCF_000021725.1,GCF_002335445.1
flig	341	100.0	2	4	2	9.09	5	flgc,flgj,flha,pflb	Campylobacter gastrosuis; Campylobacter majalis	Campylobacter pinnipediorum; Campylobacter mucosalis	GCF_030249845.1,GCF_905120465.1
flih	150	100.0	2	4	1	43.33	5	flga,flgi,flha,flif	Nautilia profundicola; Lebetimonas natsushimae	Caminibacter pacificus; Caminibacter mediatlanticus	GCF_000021725.1,GCF_002335445.1
flgi	260	99.0	2	4	1	43.33	5	flga,flha,flif,flih	Nautilia profundicola; Lebetimonas natsushimae	Caminibacter pacificus; Caminibacter mediatlanticus	GCF_000021725.1,GCF_002335445.1
flha	554	99.0	2	4	2	9.09	5	flgc,flgj,flig,pflb	Campylobacter gastrosuis; Campylobacter majalis	Campylobacter pinnipediorum; Campylobacter mucosalis	GCF_030249845.1,GCF_905120465.1
flid	590	99.0	4	6	2	9.09	5	flag,flgh,flgk,flgl	Sulfurospirillum deleyianum; Sulfurospirillum barnesii; Sulfurospirillum multivorans; Sulfurospirillum halorespirans	Sulfurospirillum cavolei; Sulfurospirillum oryzae	GCF_000024885.1,GCF_000265295.1,GCF_000568815.1,GCF_001723605.1
flgj	74	98.0	2	4	2	9.09	5	flgc,flha,flig,pflb	Campylobacter gastrosuis; Campylobacter majalis	Campylobacter pinnipediorum; Campylobacter mucosalis	GCF_030249845.1,GCF_905120465.1
flif	501	98.0	2	4	2	9.09	5	chea,chev,flgl,pflb	Campylobacter ornithocola; Campylobacter armoricus	Campylobacter subantarcticus; Campylobacter lari	GCF_013201605.1,GCF_013372105.1
chea	781	97.0	2	4	2	9.09	5	chev,flgl,flif,pflb	Campylobacter ornithocola; Campylobacter armoricus	Campylobacter subantarcticus; Campylobacter lari	GCF_013201605.1,GCF_013372105.1
pflb	600	97.0	2	4	2	9.09	5	flgc,flgj,flha,flig	Campylobacter gastrosuis; Campylobacter majalis	Campylobacter pinnipediorum; Campylobacter mucosalis	GCF_030249845.1,GCF_905120465.1
flha	554	95.0	2	4	1	43.33	5	flga,flgi,flif,flih	Nautilia profundicola; Lebetimonas natsushimae	Caminibacter pacificus; Caminibacter mediatlanticus	GCF_000021725.1,GCF_002335445.1
flgg	262	100.0	2	3	1	33.33	5	CONCAT,flgc,flif,flin	Aliarcobacter faecis; Arcobacter vandammei	Aliarcobacter cibarius	GCF_013201705.1,GCF_016106035.1
flin	87	100.0	2	3	1	33.33	5	CONCAT,flgc,flgg,flif	Aliarcobacter faecis; Arcobacter vandammei	Aliarcobacter cibarius	GCF_013201705.1,GCF_016106035.1
flgc	164	99.0	2	3	1	33.33	5	CONCAT,flgg,flif,flin	Aliarcobacter faecis; Arcobacter vandammei	Aliarcobacter cibarius	GCF_013201705.1,GCF_016106035.1
pflb	600	98.0	2	3	1	21.21	5	chea,chev,flgl,flif	Campylobacter ornithocola; Campylobacter armoricus	Campylobacter subantarcticus	GCF_013201605.1,GCF_013372105.1
CONCAT	None	96.0	2	3	1	33.33	5	flgc,flgg,flif,flin	Aliarcobacter faecis; Arcobacter vandammei	Aliarcobacter cibarius	GCF_013201705.1,GCF_016106035.1
flif	501	95.0	2	3	1	33.33	5	CONCAT,flgc,flgg,flin	Aliarcobacter faecis; Arcobacter vandammei	Aliarcobacter cibarius	GCF_013201705.1,GCF_016106035.1
flir	194	100.0	9	49	1	12.12	4	flgs,flia,flil	Sulfurospirillum deleyianum; Sulfurospirillum barnesii; Sulfurospirillum multivorans; Sulfurospirillum arcachonense; Sulfurospirillum cavolei; Sulfurospirillum halorespirans; Sulfurospirillum diekertiae; Sulfurospirillum tamanense; Sulfurospirillum oryzae	40 genomes	GCF_000024885.1,GCF_000265295.1,GCF_000568815.1,GCF_000597725.1,GCF_000813325.1,GCF_001723605.1,GCF_011769985.2,GCF_016937535.1,GCF_025770725.1
flia	223	99.0	9	49	1	12.12	4	flgs,flil,flir	Sulfurospirillum deleyianum; Sulfurospirillum barnesii; Sulfurospirillum multivorans; Sulfurospirillum arcachonense; Sulfurospirillum cavolei; Sulfurospirillum halorespirans; Sulfurospirillum diekertiae; Sulfurospirillum tamanense; Sulfurospirillum oryzae	40 genomes	GCF_000024885.1,GCF_000265295.1,GCF_000568815.1,GCF_000597725.1,GCF_000813325.1,GCF_001723605.1,GCF_011769985.2,GCF_016937535.1,GCF_025770725.1
flil	126	100.0	9	48	1	None	4	flgs,flia,flir	Sulfurospirillum deleyianum; Sulfurospirillum barnesii; Sulfurospirillum multivorans; Sulfurospirillum arcachonense; Sulfurospirillum cavolei; Sulfurospirillum halorespirans; Sulfurospirillum diekertiae; Sulfurospirillum tamanense; Sulfurospirillum oryzae	39 genomes	GCF_000024885.1,GCF_000265295.1,GCF_000568815.1,GCF_000597725.1,GCF_000813325.1,GCF_001723605.1,GCF_011769985.2,GCF_016937535.1,GCF_025770725.1
flgs	270	95.0	9	46	1	None	4	flia,flil,flir	Sulfurospirillum deleyianum; Sulfurospirillum barnesii; Sulfurospirillum multivorans; Sulfurospirillum arcachonense; Sulfurospirillum cavolei; Sulfurospirillum halorespirans; Sulfurospirillum diekertiae; Sulfurospirillum tamanense; Sulfurospirillum oryzae	37 genomes	GCF_000024885.1,GCF_000265295.1,GCF_000568815.1,GCF_000597725.1,GCF_000813325.1,GCF_001723605.1,GCF_011769985.2,GCF_016937535.1,GCF_025770725.1
chea	781	97.0	3	10	1	15.15	4	flgs,flhf,flim	Campylobacter helveticus; Campylobacter cuniculorum; Campylobacter upsaliensis	7 genomes	GCF_002080395.1,GCF_002104335.1,GCF_900637395.1
flgs	270	96.0	3	10	1	15.15	4	chea,flhf,flim	Campylobacter helveticus; Campylobacter cuniculorum; Campylobacter upsaliensis	7 genomes	GCF_002080395.1,GCF_002104335.1,GCF_900637395.1
flim	303	95.0	3	10	1	15.15	4	chea,flgs,flhf	Campylobacter helveticus; Campylobacter cuniculorum; Campylobacter upsaliensis	7 genomes	GCF_002080395.1,GCF_002104335.1,GCF_900637395.1
flhf	311	99.0	3	9	1	None	4	chea,flgs,flim	Campylobacter helveticus; Campylobacter cuniculorum; Campylobacter upsaliensis	6 genomes	GCF_002080395.1,GCF_002104335.1,GCF_900637395.1
flip	243	100.0	4	7	1	40.0	4	flgb,flgc,flgi	Aliarcobacter vitoriensis; Aliarcobacter trophiarum; Aliarcobacter cryaerophilus; Aliarcobacter lanthieri	Aliarcobacter skirrowii; Aliarcobacter thereius; Arcobacter porcinus	GCF_003316695.1,GCF_003355515.1,GCF_003660105.1,GCF_013201625.1
flgb	109	99.0	4	7	1	40.0	4	flgc,flgi,flip	Aliarcobacter vitoriensis; Aliarcobacter trophiarum; Aliarcobacter cryaerophilus; Aliarcobacter lanthieri	Aliarcobacter skirrowii; Aliarcobacter thereius; Arcobacter porcinus	GCF_003316695.1,GCF_003355515.1,GCF_003660105.1,GCF_013201625.1
flgc	164	98.0	4	7	1	40.0	4	flgb,flgi,flip	Aliarcobacter vitoriensis; Aliarcobacter trophiarum; Aliarcobacter cryaerophilus; Aliarcobacter lanthieri	Aliarcobacter skirrowii; Aliarcobacter thereius; Arcobacter porcinus	GCF_003316695.1,GCF_003355515.1,GCF_003660105.1,GCF_013201625.1
flgi	260	98.0	4	7	1	40.0	4	flgb,flgc,flip	Aliarcobacter vitoriensis; Aliarcobacter trophiarum; Aliarcobacter cryaerophilus; Aliarcobacter lanthieri	Aliarcobacter skirrowii; Aliarcobacter thereius; Arcobacter porcinus	GCF_003316695.1,GCF_003355515.1,GCF_003660105.1,GCF_013201625.1
flid	590	100.0	2	4	2	29.41	4	flgg,flip,flis	Campylobacter devanensis; Campylobacter lanienae	Campylobacter porcelli; Campylobacter vicugnae	GCF_002139915.1,GCF_002139935.1
flip	243	100.0	2	4	2	29.41	4	flgg,flid,flis	Campylobacter devanensis; Campylobacter lanienae	Campylobacter porcelli; Campylobacter vicugnae	GCF_002139915.1,GCF_002139935.1
flis	110	100.0	2	4	2	29.41	4	flgg,flid,flip	Campylobacter devanensis; Campylobacter lanienae	Campylobacter porcelli; Campylobacter vicugnae	GCF_002139915.1,GCF_002139935.1
chea	781	99.0	5	7	1	17.65	4	chev,flhb,flig	Sulfurospirillum multivorans; Sulfurospirillum cavolei; Sulfurospirillum halorespirans; Sulfurospirillum diekertiae; Sulfurospirillum oryzae	Sulfurospirillum deleyianum; Sulfurospirillum barnesii	GCF_000568815.1,GCF_000813325.1,GCF_001723605.1,GCF_011769985.2,GCF_025770725.1
chev	312	98.0	5	7	1	17.65	4	chea,flhb,flig	Sulfurospirillum multivorans; Sulfurospirillum cavolei; Sulfurospirillum halorespirans; Sulfurospirillum diekertiae; Sulfurospirillum oryzae	Sulfurospirillum deleyianum; Sulfurospirillum barnesii	GCF_000568815.1,GCF_000813325.1,GCF_001723605.1,GCF_011769985.2,GCF_025770725.1
flig	341	98.0	5	7	1	17.65	4	chea,chev,flhb	Sulfurospirillum multivorans; Sulfurospirillum cavolei; Sulfurospirillum halorespirans; Sulfurospirillum diekertiae; Sulfurospirillum oryzae	Sulfurospirillum deleyianum; Sulfurospirillum barnesii	GCF_000568815.1,GCF_000813325.1,GCF_001723605.1,GCF_011769985.2,GCF_025770725.1
flhb	302	97.0	5	7	1	17.65	4	chea,chev,flig	Sulfurospirillum multivorans; Sulfurospirillum cavolei; Sulfurospirillum halorespirans; Sulfurospirillum diekertiae; Sulfurospirillum oryzae	Sulfurospirillum deleyianum; Sulfurospirillum barnesii	GCF_000568815.1,GCF_000813325.1,GCF_001723605.1,GCF_011769985.2,GCF_025770725.1
flgg	262	96.0	2	4	2	29.41	4	flid,flip,flis	Campylobacter devanensis; Campylobacter lanienae	Campylobacter porcelli; Campylobacter vicugnae	GCF_002139915.1,GCF_002139935.1
flag	63	100.0	2	3	1	21.21	4	CONCAT,flgr,flid	Campylobacter subantarcticus; Campylobacter lari	Campylobacter ornithocola	GCF_000816305.1,GCF_013372185.1
flgk	490	100.0	7	8	1	8.82	4	CONCAT,flip,pflb	Helicobacter canadensis; Helicobacter rodentium; Helicobacter pullorum; Helicobacter turcicus; Helicobacter colisuis; Helicobacter ibis; Helicobacter winghamensis	Helicobacter valdiviensis	GCF_000162575.1,GCF_000687535.1,GCF_017979475.1,GCF_019711685.1,GCF_023646285.1,GCF_027859255.1,GCF_028751035.1
flgr	429	100.0	2	3	1	21.21	4	CONCAT,flag,flid	Campylobacter subantarcticus; Campylobacter lari	Campylobacter ornithocola	GCF_000816305.1,GCF_013372185.1
flha	554	100.0	2	3	1	47.83	4	flhf,flig,flih	Hippea alviniae; Hippea jasoniae	Hippea maritima	GCF_000420385.1,GCF_000744435.1
flhb	302	100.0	2	3	1	33.33	4	flid,flig,flir	Aliarcobacter cibarius; Arcobacter vandammei	Aliarcobacter faecis	GCF_013372265.1,GCF_016106035.1
flid	590	100.0	2	3	1	33.33	4	flhb,flig,flir	Aliarcobacter cibarius; Arcobacter vandammei	Aliarcobacter faecis	GCF_013372265.1,GCF_016106035.1
flid	590	100.0	2	3	1	21.21	4	CONCAT,flag,flgr	Campylobacter subantarcticus; Campylobacter lari	Campylobacter ornithocola	GCF_000816305.1,GCF_013372185.1
flih	150	100.0	2	3	1	47.83	4	flha,flhf,flig	Hippea alviniae; Hippea jasoniae	Hippea maritima	GCF_000420385.1,GCF_000744435.1
pflb	600	100.0	7	8	1	8.82	4	CONCAT,flgk,flip	Helicobacter canadensis; Helicobacter rodentium; Helicobacter pullorum; Helicobacter turcicus; Helicobacter colisuis; Helicobacter ibis; Helicobacter winghamensis	Helicobacter valdiviensis	GCF_000162575.1,GCF_000687535.1,GCF_017979475.1,GCF_019711685.1,GCF_023646285.1,GCF_027859255.1,GCF_028751035.1
flhf	311	99.0	2	3	1	47.83	4	flha,flig,flih	Hippea alviniae; Hippea jasoniae	Hippea maritima	GCF_000420385.1,GCF_000744435.1
flip	243	99.0	7	8	1	8.82	4	CONCAT,flgk,pflb	Helicobacter canadensis; Helicobacter rodentium; Helicobacter pullorum; Helicobacter turcicus; Helicobacter colisuis; Helicobacter ibis; Helicobacter winghamensis	Helicobacter valdiviensis	GCF_000162575.1,GCF_000687535.1,GCF_017979475.1,GCF_019711685.1,GCF_023646285.1,GCF_027859255.1,GCF_028751035.1
flir	194	99.0	2	3	1	33.33	4	flhb,flid,flig	Aliarcobacter cibarius; Arcobacter vandammei	Aliarcobacter faecis	GCF_013372265.1,GCF_016106035.1
flig	341	98.0	2	3	1	33.33	4	flhb,flid,flir	Aliarcobacter cibarius; Arcobacter vandammei	Aliarcobacter faecis	GCF_013372265.1,GCF_016106035.1
flig	341	97.0	2	3	1	47.83	4	flha,flhf,flih	Hippea alviniae; Hippea jasoniae	Hippea maritima	GCF_000420385.1,GCF_000744435.1
CONCAT	None	97.0	2	3	1	21.21	4	flag,flgr,flid	Campylobacter subantarcticus; Campylobacter lari	Campylobacter ornithocola	GCF_000816305.1,GCF_013372185.1
CONCAT	None	96.0	7	8	1	8.82	4	flgk,flip,pflb	Helicobacter canadensis; Helicobacter rodentium; Helicobacter pullorum; Helicobacter turcicus; Helicobacter colisuis; Helicobacter ibis; Helicobacter winghamensis	Helicobacter valdiviensis	GCF_000162575.1,GCF_000687535.1,GCF_017979475.1,GCF_019711685.1,GCF_023646285.1,GCF_027859255.1,GCF_028751035.1
flif	501	99.0	2	8	2	8.82	3	flgj,flii	Campylobacter curvus; Campylobacter anatolicus	6 genomes	GCF_013372125.1,GCF_018145655.1
flii	428	99.0	2	8	2	8.82	3	flgj,flif	Campylobacter curvus; Campylobacter anatolicus	6 genomes	GCF_013372125.1,GCF_018145655.1
flgj	74	98.0	2	8	2	8.82	3	flif,flii	Campylobacter curvus; Campylobacter anatolicus	6 genomes	GCF_013372125.1,GCF_018145655.1
flif	501	100.0	4	8	2	8.82	3	flgc,fliy	Helicobacter rodentium; Helicobacter turcicus; Helicobacter ibis; Helicobacter winghamensis	Helicobacter canadensis; Helicobacter valdiviensis; Helicobacter pullorum; Helicobacter colisuis	GCF_000687535.1,GCF_019711685.1,GCF_027859255.1,GCF_028751035.1
fliy	194	100.0	4	8	2	8.82	3	flgc,flif	Helicobacter rodentium; Helicobacter turcicus; Helicobacter ibis; Helicobacter winghamensis	Helicobacter canadensis; Helicobacter valdiviensis; Helicobacter pullorum; Helicobacter colisuis	GCF_000687535.1,GCF_019711685.1,GCF_027859255.1,GCF_028751035.1
flgc	164	99.0	4	8	2	8.82	3	flif,fliy	Helicobacter rodentium; Helicobacter turcicus; Helicobacter ibis; Helicobacter winghamensis	Helicobacter canadensis; Helicobacter valdiviensis; Helicobacter pullorum; Helicobacter colisuis	GCF_000687535.1,GCF_019711685.1,GCF_027859255.1,GCF_028751035.1
flhb	302	99.0	3	7	2	8.33	3	flgb,flid	Arcobacter aquimarinus; Arcobacter defluvii; Arcobacter cloacae	Arcobacter caeni; Arcobacter suis; Arcobacter ellisii; Arcobacter venerupis	GCF_013177635.1,GCF_013201725.1,GCF_013201935.1
flgb	109	96.0	3	7	2	8.33	3	flhb,flid	Arcobacter aquimarinus; Arcobacter defluvii; Arcobacter cloacae	Arcobacter caeni; Arcobacter suis; Arcobacter ellisii; Arcobacter venerupis	GCF_013177635.1,GCF_013201725.1,GCF_013201935.1
flgd	154	100.0	4	7	1	26.47	3	chea,flgj	Helicobacter canadensis; Helicobacter valdiviensis; Helicobacter pullorum; Helicobacter colisuis	Helicobacter rodentium; Helicobacter turcicus; Helicobacter winghamensis	GCF_000162575.1,GCF_003245365.1,GCF_017979475.1,GCF_023646285.1
flid	590	100.0	3	6	1	39.39	3	flgi,flii	Sulfurimonas indica; Sulfurimonas marina; Sulfurimonas paralvinellae	Sulfurimonas autotrophica; Sulfurimonas hydrogeniphila; Sulfurimonas sediminis	GCF_009192995.1,GCF_014905095.1,GCF_014905135.1
flii	428	100.0	3	6	1	39.39	3	flgi,flid	Sulfurimonas indica; Sulfurimonas marina; Sulfurimonas paralvinellae	Sulfurimonas autotrophica; Sulfurimonas hydrogeniphila; Sulfurimonas sediminis	GCF_009192995.1,GCF_014905095.1,GCF_014905135.1
flgj	74	99.0	4	7	1	26.47	3	chea,flgd	Helicobacter canadensis; Helicobacter valdiviensis; Helicobacter pullorum; Helicobacter colisuis	Helicobacter rodentium; Helicobacter turcicus; Helicobacter winghamensis	GCF_000162575.1,GCF_003245365.1,GCF_017979475.1,GCF_023646285.1
flgi	260	98.0	3	6	1	39.39	3	flid,flii	Sulfurimonas indica; Sulfurimonas marina; Sulfurimonas paralvinellae	Sulfurimonas autotrophica; Sulfurimonas hydrogeniphila; Sulfurimonas sediminis	GCF_009192995.1,GCF_014905095.1,GCF_014905135.1
chea	781	96.0	4	7	1	26.47	3	flgd,flgj	Helicobacter canadensis; Helicobacter valdiviensis; Helicobacter pullorum; Helicobacter colisuis	Helicobacter rodentium; Helicobacter turcicus; Helicobacter winghamensis	GCF_000162575.1,GCF_003245365.1,GCF_017979475.1,GCF_023646285.1
flgc	164	100.0	3	5	1	21.21	3	flgr,flia	Helicobacter enhydrae; Helicobacter brantae; Helicobacter cholecystus	Helicobacter pametensis; Helicobacter kayseriensis	GCF_001693335.1,GCF_003364205.1,GCF_003364215.1
flgl	299	100.0	2	4	2	9.09	3	flgi,flil	Campylobacter pinnipediorum; Campylobacter gastrosuis	Campylobacter mucosalis; Campylobacter majalis	GCF_002021925.1,GCF_030249845.1
flha	554	100.0	2	4	1	33.33	3	flgj,flii	Malaciobacter mytili; Malaciobacter molluscorum	Malaciobacter halophilus; Malaciobacter marinus	GCF_003346775.1,GCF_003544935.1
flii	428	100.0	2	4	1	33.33	3	flgj,flha	Malaciobacter mytili; Malaciobacter molluscorum	Malaciobacter halophilus; Malaciobacter marinus	GCF_003346775.1,GCF_003544935.1
flii	428	100.0	3	5	2	6.06	3	flgg,flid	Helicobacter bilis; Helicobacter muridarum; Helicobacter trogontum	Helicobacter saguini; Helicobacter didelphidarum	GCF_000686565.1,GCF_000765805.2,GCF_000765905.2
flil	126	100.0	2	4	2	9.09	3	flgi,flgl	Campylobacter pinnipediorum; Campylobacter gastrosuis	Campylobacter mucosalis; Campylobacter majalis	GCF_002021925.1,GCF_030249845.1
flgj	74	99.0	2	4	1	33.33	3	flha,flii	Malaciobacter mytili; Malaciobacter molluscorum	Malaciobacter halophilus; Malaciobacter marinus	GCF_003346775.1,GCF_003544935.1
flia	223	99.0	3	5	1	21.21	3	flgc,flgr	Helicobacter enhydrae; Helicobacter brantae; Helicobacter cholecystus	Helicobacter pametensis; Helicobacter kayseriensis	GCF_001693335.1,GCF_003364205.1,GCF_003364215.1
flgg	262	98.0	3	5	2	6.06	3	flid,flii	Helicobacter bilis; Helicobacter muridarum; Helicobacter trogontum	Helicobacter saguini; Helicobacter didelphidarum	GCF_000686565.1,GCF_000765805.2,GCF_000765905.2
